,id,label,modularity_class
370,go,go,VBN
371,scatting,scatting,VBG
372,stunting,stunting,VBG
373,turns,turns,VBZ
374,glares,glares,VBZ
375,surprised,surprised,VBN
376,gazing,gazing,VBG
377,according,according,VBG
378,staring,staring,VBG
379,looked,looked,VBD
380,startled,startled,VBN
381,eyed,eyed,VBN
382,give,give,VB
383,seeing,seeing,VBG
384,scare,scare,VB
385,stares,stares,VBZ
386,faces,faces,VBZ
387,shocked,shocked,VBN
388,glaring,glaring,VBG
389,blinking,blinking,VBG
390,crying,crying,VBG
391,say,say,VBP
392,shared,shared,VBD
393,rocking,rocking,VBG
394,Taking,Taking,VBG
395,rocked,rocked,VBN
396,nursed,nursed,VBD
397,exercising,exercising,VBG
398,operating,operating,VBG
399,becomes,becomes,VBZ
400,ride,ride,VB
401,excersizing,excersizing,VBG
402,lifts,lifts,VBZ
403,lifted,lifted,VBD
404,Exercising,Exercising,VBG
405,weightlifting,weightlifting,VBG
406,improve,improve,VB
407,jumps,jumps,VBZ
408,biking,biking,VBG
409,leaps,leaps,VBZ
410,writing,writing,VBG
411,moves,moves,VBZ
412,notice,notice,VB
413,crept,crept,VBD
414,writes,writes,VBZ
415,knowing,knowing,VBG
416,inches,inches,VBZ
417,writting,writting,VBG
418,start,start,VBP
419,tortillas,tortillas,VBP
420,grazing,grazing,VBG
421,stand,stand,VBP
422,graze,graze,VBP
423,grazed,grazed,VBN
424,grassing,grassing,VBG
425,gracing,gracing,VBG
426,Eating,Eating,VBG
427,kissing,kissing,VBG
428,kissed,kissed,VBD
429,kiss,kiss,VBP
430,sharing,sharing,VBG
431,sneaks,sneaks,VBZ
432,snuck,snuck,VBD
433,runs,runs,VBZ
434,kidding,kidding,VBG
435,fighting,fighting,VBG
436,shoves,shoves,VBZ
437,rising,rising,VBG
438,admiring,admiring,VBG
439,falls,falls,VBZ
440,leaping,leaping,VBG
441,climb,climb,VB
442,hanging,hanging,VBG
443,tries,tries,VBZ
444,climbing,climbing,VBG
445,climbs,climbs,VBZ
446,tried,tried,VBD
447,astap,astap,VBN
448,cross,cross,VB
449,squatted,squatted,VBN
450,shotting,shotting,VBG
451,testing,testing,VBG
452,hearing,hearing,VBG
453,Slicing,Slicing,VBG
454,filled,filled,VBN
455,pours,pours,VBZ
456,sprinkles,sprinkles,VBZ
457,marinate,marinate,VB
458,Jumping,Jumping,VBG
459,somersaulting,somersaulting,VBG
460,scraping,scraping,VBG
461,grates,grates,VBZ
462,tells,tells,VBZ
463,Learn,Learn,VB
464,grating,grating,VBG
465,colored,colored,VBD
466,lapplied,lapplied,VBN
467,aplying,aplying,VBG
468,appling,appling,VBG
469,smacking,smacking,VBG
470,ate,ate,VBD
471,raised,raised,VBD
472,liked,liked,VBN
473,chewing,chewing,VBG
474,biting,biting,VBG
475,bites,bites,VBZ
476,chewed,chewed,VBD
477,eat,eat,VB
478,stops,stops,VBZ
479,comes,comes,VBZ
480,drives,drives,VBZ
481,parked,parked,VBD
482,parking,parking,VBG
483,got,got,VBD
484,stopped,stopped,VBD
485,let,let,VB
486,coming,coming,VBG
487,hits,hits,VBZ
488,drops,drops,VBZ
489,hit,hit,VBD
490,cricket,cricket,VB
491,missing,missing,VBG
492,bating,bating,VBG
493,india,india,VB
494,misses,misses,VBZ
495,shredded,shredded,VBN
496,shreded,shreded,VBN
497,spreads,spreads,VBZ
498,pizza,pizza,VB
499,sprinkled,sprinkled,VBD
500,breaks,breaks,VBZ
501,cracks,cracks,VBZ
502,breaking,breaking,VBG
503,cracking,cracking,VBG
504,broke,broke,VBD
505,cracked,cracked,VBD
506,stirred,stirred,VBD
507,beating,beating,VBG
508,garnished,garnished,VBN
509,named,named,VBN
510,smashing,smashing,VBG
511,begins,begins,VBZ
512,beat,beat,VB
513,filing,filing,VBG
514,shaping,shaping,VBG
515,files,files,VBZ
516,styling,styling,VBG
517,filed,filed,VBD
518,trimming,trimming,VBG
519,painted,painted,VBN
520,polishing,polishing,VBG
521,correcting,correcting,VBG
522,painting,painting,VBG
523,folded,folded,VBN
524,folds,folds,VBZ
525,opens,opens,VBZ
526,folding,folding,VBG
527,unfolding,unfolding,VBG
528,gyroscope,gyroscope,VB
529,learning,learning,VBG
530,fold,fold,VB
531,take,take,VB
532,starting,starting,VBG
533,landing,landing,VBG
534,Take,Take,VB
535,runing,runing,VBG
536,dices,dices,VBZ
537,cooked,cooked,VBN
538,sauteing,sauteing,VBG
539,continues,continues,VBZ
540,saute,saute,VB
541,frying,frying,VBG
542,stirring,stirring,VBG
543,mixes,mixes,VBZ
544,eaten,eaten,VBN
545,sautÃ©s,sautÃ©s,VBD
546,sits,sits,VBZ
547,carrot,carrot,VB
548,Makeing,Makeing,VBG
549,languageï,languageï,VBP
550,fries,fries,VBZ
551,grated,grated,VBN
552,allows,allows,VBZ
553,fry,fry,VB
554,carrying,carrying,VBG
555,carried,carried,VBD
556,enjoy,enjoy,VB
557,boating,boating,VBG
558,skiing,skiing,VBG
559,acting,acting,VBG
560,leading,leading,VBG
561,Observing,Observing,VBG
562,searching,searching,VBG
563,researching,researching,VBG
564,exit,exit,VB
565,wants,wants,VBZ
566,figure,figure,VB
567,ser,ser,VBP
568,mas,mas,VB
569,munching,munching,VBG
570,rice,rice,VB
571,somehting,somehting,VBG
572,sniffing,sniffing,VBG
573,sniffs,sniffs,VBZ
574,smelling,smelling,VBG
575,hissing,hissing,VBG
576,examining,examining,VBG
577,intrigued,intrigued,VBN
578,checks,checks,VBZ
579,crawling,crawling,VBG
580,checked,checked,VBD
581,investigating,investigating,VBG
582,sectioning,sectioning,VBG
583,cuting,cuting,VBG
584,choping,choping,VBG
585,migrating,migrating,VBG
586,followed,followed,VBD
587,ruuning,ruuning,VBG
588,traveling,traveling,VBG
589,Running,Running,VBG
590,strugling,strugling,VBG
591,marching,marching,VBG
592,lead,lead,VBN
593,led,led,VBD
594,helping,helping,VBG
595,strumming,strumming,VBG
596,sings,sings,VBZ
597,string,string,VBG
598,stiring,stiring,VBG
599,stired,stired,VBN
600,stirs,stirs,VBZ
601,presents,presents,VBZ
602,want,want,VBP
603,halve,halve,VB
604,covering,covering,VBG
605,steamed,steamed,VBN
606,forming,forming,VBG
607,molds,molds,VBZ
608,covers,covers,VBZ
609,shapes,shapes,VBZ
610,squeezing,squeezing,VBG
611,coats,coats,VBZ
612,formed,formed,VBD
613,molded,molded,VBD
614,coating,coating,VBG
615,like,like,VBP
616,presses,presses,VBZ
617,form,form,VB
618,dabs,dabs,VB
619,molding,molding,VBG
620,balls,balls,VBZ
621,rolls,rolls,VBZ
622,Pushing,Pushing,VBG
623,trolling,trolling,VBG
624,picking,picking,VBG
625,plucking,plucking,VBG
626,plucks,plucks,VBZ
627,pick,pick,VB
628,snatching,snatching,VBG
629,planting,planting,VBG
630,cleans,cleans,VBZ
631,wiping,wiping,VBG
632,dabbing,dabbing,VBG
633,fixing,fixing,VBG
634,Removing,Removing,VBG
635,clean,clean,VB
636,intended,intended,VBN
637,wearing,wearing,VBG
638,attacking,attacking,VBG
639,hiding,hiding,VBG
640,growling,growling,VBG
641,swiping,swiping,VBG
642,purring,purring,VBG
643,attacks,attacks,VBZ
644,frightened,frightened,VBN
645,kill,kill,VB
646,hisses,hisses,VBZ
647,pet,pet,VB
648,yowling,yowling,VBG
649,roaring,roaring,VBG
650,shouting,shouting,VBG
651,hides,hides,VBZ
652,defends,defends,VBZ
653,waving,waving,VBG
654,snarling,snarling,VBG
655,meowing,meowing,VBG
656,screaming,screaming,VBG
657,bite,bite,VB
658,been,been,VBN
659,throws,throws,VBZ
660,slams,slams,VB
661,bangs,bangs,VB
662,flung,flung,VBD
663,fall,fall,VB
664,falling,falling,VBG
665,dashed,dashed,VBN
666,crashing,crashing,VBG
667,juming,juming,VBG
668,drumming,drumming,VBG
669,drummed,drummed,VBD
670,beats,beats,VBZ
671,elevated,elevated,VBN
672,legs,legs,VBZ
673,passsing,passsing,VBG
674,pushesï,pushesï,VBP
675,curl,curl,VBP
676,backwards,backwards,VBZ
677,spins,spins,VBZ
678,cant,cant,VBP
679,frolicking,frolicking,VBG
680,Having,Having,VBG
681,wet,wet,VBP
682,washes,washes,VBZ
683,washing,washing,VBG
684,sticks,sticks,VBZ
685,attached,attached,VBN
686,Drinking,Drinking,VBG
687,driking,driking,VBG
688,wets,wets,VBD
689,sticking,sticking,VBG
690,dunking,dunking,VBG
691,slam,slam,VBP
692,dunk,dunk,VB
693,dunked,dunked,VBD
694,kicks,kicks,VBZ
695,kicking,kicking,VBG
696,kicked,kicked,VBD
697,scores,scores,VBZ
698,hiting,hiting,VBG
699,Palying,Palying,VBG
700,towar,towar,VBZ
701,electrocuted,electrocuted,VBN
702,hangs,hangs,VBZ
703,shocking,shocking,VBG
704,receives,receives,VBZ
705,zapped,zapped,VBN
706,happened,happened,VBD
707,faced,faced,VBD
708,fell,fell,VBD
709,met,met,VBN
710,electricuted,electricuted,VBN
711,fix,fix,VB
712,boys,boys,VBZ
713,scaling,scaling,VBG
714,climbed,climbed,VBD
715,completes,completes,VBZ
716,climed,climed,VBD
717,climing,climing,VBG
718,drawing,drawing,VBG
719,sketching,sketching,VBG
720,drew,drew,VBD
721,sketches,sketches,VBZ
722,¿,¿,VBD
723,THINK,THINK,VBP
724,draws,draws,VBZ
725,Write,Write,VB
726,armed,armed,VBD
727,handed,handed,VBD
728,supported,supported,VBD
729,excising,excising,VBG
730,wine,wine,VBP
731,containing,containing,VBG
732,simmering,simmering,VBG
733,presenting,presenting,VBG
734,nibbles,nibbles,VBZ
735,wandering,wandering,VBG
736,felled,felled,VBN
737,kangaroo,kangaroo,VBD
738,boiling,boiling,VBG
739,lettuce,lettuce,VBP
740,blanching,blanching,VBG
741,cocking,cocking,VBG
742,boiled,boiled,VBD
743,motorcycling,motorcycling,VBG
744,lounged,lounged,VBD
745,challanging,challanging,VBG
746,laid,laid,VBD
747,facing,facing,VBG
748,appears,appears,VBZ
749,Talking,Talking,VBG
750,eggs,eggs,VB
751,conntaining,conntaining,VBG
752,whisked,whisked,VBN
753,pored,pored,VBD
754,aged,aged,VBN
755,reciting,reciting,VBG
756,preforming,preforming,VBG
757,racing,racing,VBG
758,pops,pops,VBZ
759,displying,displying,VBG
760,Driving,Driving,VBG
761,kneeling,kneeling,VBG
762,extends,extends,VBZ
763,gutting,gutting,VBG
764,bleeding,bleeding,VBG
765,splits,splits,VBZ
766,skin,skin,VBD
767,separating,separating,VBG
768,pealing,pealing,VBG
769,Using,Using,VBG
770,removes,removes,VBZ
771,Chopping,Chopping,VBG
772,improving,improving,VBG
773,cutt,cutt,VB
774,pulls,pulls,VBZ
775,opening,opening,VBG
776,mewed,mewed,VBN
777,spazed,spazed,VBN
778,kitten,kitten,VB
779,rollerblading,rollerblading,VBG
780,rollerskating,rollerskating,VBG
781,rollerskated,rollerskated,VBN
782,rollerblades,rollerblades,VBZ
783,suspended,suspended,VBD
784,flips,flips,VBZ
785,snowboarding,snowboarding,VBG
786,crosses,crosses,VBZ
787,sceting,sceting,VBG
788,surfing,surfing,VBG
789,skatting,skatting,VBG
790,dried,dried,VBN
791,parsley,parsley,VB
792,shaken,shaken,VBN
793,sprinking,sprinking,VBG
794,inorder,inorder,VBP
795,absearve,absearve,VBP
796,prepair,prepair,VB
797,Seasoning,Seasoning,VBG
798,grabs,grabs,VBZ
799,canoeing,canoeing,VBG
800,floating,floating,VBG
801,helps,helps,VBZ
802,sailing,sailing,VBG
803,sanged,sanged,VBN
804,romancing,romancing,VBG
805,Performing,Performing,VBG
806,bat,bat,VB
807,teaching,teaching,VBG
808,swing,swing,VBG
809,staning,staning,VBG
810,Standing,Standing,VBG
811,guiding,guiding,VBG
812,coached,coached,VBD
813,grip,grip,VB
814,helped,helped,VBD
815,coaching,coaching,VBG
816,couch,couch,VBD
817,trains,trains,VBZ
818,lecturing,lecturing,VBG
819,starring,starring,VBG
820,holds,holds,VBZ
821,finished,finished,VBD
822,filling,filling,VBG
823,boil,boil,VB
824,paddles,paddles,VBZ
825,rowing,rowing,VBG
826,rawing,rawing,VBG
827,paddling,paddling,VBG
828,rows,rows,VBZ
829,rowed,rowed,VBD
830,canoes,canoes,VBZ
831,shore,shore,VB
832,sails,sails,VBZ
833,sets,sets,VBZ
834,starts,starts,VBZ
835,oven,oven,VBN
836,setting,setting,VBG
837,turned,turned,VBN
838,set,set,VBD
839,microwaves,microwaves,VBZ
840,clinging,clinging,VBG
841,cheeks,cheeks,VBZ
842,love,love,VBP
843,sooooo,sooooo,VBD
844,enjoyed,enjoyed,VBD
845,bread,bread,VB
846,mad,mad,VBP
847,mayonnaise,mayonnaise,VBP
848,dangles,dangles,VBZ
849,touching,touching,VBG
850,snake,snake,VB
851,teasing,teasing,VBG
852,teased,teased,VBD
853,snakes,snakes,VB
854,tickles,tickles,VBZ
855,offers,offers,VBZ
856,cucumber,cucumber,VB
857,Cutting,Cutting,VBG
858,video,video,VBP
859,fought,fought,VBN
860,pointing,pointing,VBG
861,fight,fight,VBD
862,watches,watches,VBZ
863,petted,petted,VBN
864,petting,petting,VBG
865,seeks,seeks,VBZ
866,scratchs,scratchs,VBD
867,pampering,pampering,VBG
868,slapped,slapped,VBN
869,slaps,slaps,VBZ
870,yelling,yelling,VBG
871,slapping,slapping,VBG
872,strikes,strikes,VBZ
873,hitting,hitting,VBG
874,thrown,thrown,VBN
875,SCALPING,SCALPING,VBG
876,chase,chase,VBN
877,arguing,arguing,VBG
878,waiting,waiting,VBG
879,tell,tell,VB
880,lining,lining,VBG
881,describing,describing,VBG
882,left,left,VBD
883,boy,boy,VB
884,mix,mix,VB
885,blend,blend,VB
886,whipping,whipping,VBG
887,mixed,mixed,VBD
888,whips,whips,VBZ
889,costumed,costumed,VBD
890,perform,perform,VBP
891,premises,premises,VBZ
892,accompanying,accompanying,VBG
893,tied,tied,VBN
894,had,had,VBD
895,face,face,VBP
896,pets,pets,VBZ
897,asking,asking,VBG
898,caring,caring,VBG
899,SPEAKING,SPEAKING,VBG
900,loving,loving,VBG
901,wobbling,wobbling,VBG
902,Sliping,Sliping,VBG
903,ten,ten,VB
904,buttering,buttering,VBG
905,butters,butters,VBZ
906,synchronized,synchronized,VBN
907,animated,animated,VBD
908,wheeling,wheeling,VBG
909,stood,stood,VBD
910,stnds,stnds,VBZ
911,amazing,amazing,VBG
912,greet,greet,VBD
913,offering,offering,VBG
914,shaking,shaking,VBG
915,shakes,shakes,VBZ
916,shake,shake,VB
917,present,present,VBP
918,greeting,greeting,VBG
919,bidding,bidding,VBG
920,hugging,hugging,VBG
921,Showing,Showing,VBG
922,welcomed,welcomed,VBN
923,parading,parading,VBG
924,march,march,VBP
925,marched,marched,VBD
926,pasting,pasting,VBG
927,pradeing,pradeing,VBG
928,waking,waking,VBG
929,Is,Is,VBZ
930,Uniformed,Uniformed,VBN
931,witnessing,witnessing,VBG
932,eyes,eyes,VBZ
933,SHOOTING,SHOOTING,VBG
934,spiking,spiking,VBG
935,lugging,lugging,VBG
936,photografi,photografi,VB
937,given,given,VBN
938,releases,releases,VBZ
939,controlled,controlled,VBN
940,launching,launching,VBG
941,launches,launches,VBZ
942,flies,flies,VBZ
943,called,called,VBD
944,launch,launch,VBD
945,seemed,seemed,VBN
946,lanuches,lanuches,VBZ
947,glides,glides,VBZ
948,slid,slid,VBD
949,move,move,VB
950,strolled,strolled,VBD
951,seems,seems,VBZ
952,measuring,measuring,VBG
953,fried,fried,VBN
954,toasting,toasting,VBG
955,lets,lets,VBZ
956,nooking,nooking,VBG
957,think,think,VBP
958,mind,mind,VB
959,whith,whith,VBZ
960,..a,..a,VB
961,finding,finding,VBG
962,hurried,hurried,VBD
963,catches,catches,VBZ
964,dropping,dropping,VBG
965,caught,caught,VBD
966,catched,catched,VBD
967,caughing,caughing,VBG
968,taken,taken,VBN
969,vs,vs,VBD
970,captures,captures,VBZ
971,entering,entering,VBG
972,blending,blending,VBG
973,facedown,facedown,VBN
974,lowering,lowering,VBG
975,exercises,exercises,VBZ
976,exercised,exercised,VBN
977,excercising,excercising,VBG
978,boxing,boxing,VBG
979,fanning,fanning,VBG
980,kickboxing,kickboxing,VBG
981,workouting,workouting,VBG
982,warm,warm,VB
983,tenderizing,tenderizing,VBG
984,grinds,grinds,VBZ
985,knead,knead,VBN
986,mushing,mushing,VBG
987,related,related,VBN
988,squishes,squishes,VBZ
989,grilling,grilling,VBG
990,swirling,swirling,VBG
991,Amazing,Amazing,VBG
992,approaching,approaching,VBG
993,kick,kick,VB
994,train,train,VB
995,letting,letting,VBG
996,cajoling,cajoling,VBG
997,hiking,hiking,VBG
998,hikes,hikes,VBZ
999,tracking,tracking,VBG
1000,trekking,trekking,VBG
1001,camping,camping,VBG
1002,waling,waling,VBG
1003,trecking,trecking,VBG
1004,adventures,adventures,VBZ
1005,backpacked,backpacked,VBD
1006,backpacking,backpacking,VBG
1007,utilizing,utilizing,VBG
1008,treking,treking,VBG
1009,hiked,hiked,VBD
1010,following,following,VBG
1011,oncoming,oncoming,VBG
1012,wrecks,wrecks,VBZ
1013,crashes,crashes,VBZ
1014,come,come,VB
1015,dash,dash,VB
1016,HIT,HIT,VBZ
1017,coliding,coliding,VBG
1018,knocked,knocked,VBN
1019,crashed,crashed,VBN
1020,handing,handing,VBG
1021,collects,collects,VBZ
1022,bagging,bagging,VBG
1023,selling,selling,VBG
1024,hands,hands,VBZ
1025,purchasing,purchasing,VBG
1026,conduct,conduct,VBP
1027,bagged,bagged,VBD
1028,collecting,collecting,VBG
1029,Solding,Solding,VBG
1030,sells,sells,VBZ
1031,Opening,Opening,VBG
1032,scrubbing,scrubbing,VBG
1033,scrubbed,scrubbed,VBD
1034,outlining,outlining,VBG
1035,Getting,Getting,VBG
1036,maintaining,maintaining,VBG
1037,stripping,stripping,VBG
1038,undressing,undressing,VBG
1039,removed,removed,VBD
1040,stripped,stripped,VBD
1041,strips,strips,VBZ
1042,chimpanzee,chimpanzee,VBP
1043,crawls,crawls,VBZ
1044,manages,manages,VBZ
1045,drags,drags,VBZ
1046,clmbing,clmbing,VBG
1047,went,went,VBD
1048,crawl,crawl,VB
1049,sucking,sucking,VBG
1050,drag,drag,VB
1051,nudges,nudges,VBZ
