,id,label,modularity_class
104,104,lade,NN
105,105,foundation,NN
106,106,applies,NNS
107,107,make-up,NN
108,108,jaw,NN
109,109,line,NN
110,110,products,NNS
111,111,women,NNS
112,112,healthcare,NN
113,113,illustration,NN
114,114,kim,NN
115,115,mokey,NN
116,116,eyes,NNS
117,117,beauty,NN
118,118,tips,NNS
119,119,sort,NN
120,120,advice,NN
121,121,makeover,NN
122,122,speech,NN
123,123,video,NN
124,124,star,NN
125,125,time,NN
126,126,crowd,NN
127,127,group,NN
128,128,front,NN
129,129,performs,NNS
130,130,rock,NN
131,131,gathering,NN
132,132,People,NNS
133,133,audience,NN
134,134,boys,NNS
135,135,concert,NN
136,136,view,NN
137,137,onstage,NN
138,138,frint,NN
139,139,movie,NN
140,140,rockon,NN
141,141,stars,NNS
142,142,perfomance,NN
143,143,peoples,NNS
144,144,song,NN
145,145,instruments,NNS
146,146,ban,NN
147,147,dances,NNS
148,148,plays,NNS
149,149,horse,NN
150,150,rode,NN
151,151,barn,NN
152,152,trot,NN
153,153,perimeter,NN
154,154,arena,NN
155,155,area,NN
156,156,rider,NN
157,157,guys,NNS
158,158,horses,NNS
159,159,friend,NN
160,160,Someone,NN
161,161,boy,NN
162,162,stable,NN
163,163,building,NN
164,164,wall,NN
165,165,practice,NN
166,166,riding,NN
167,167,gun,NN
168,168,targets,NNS
169,169,revolver,NN
170,170,target,NN
171,171,range,NN
172,172,pistol,NN
173,173,action,NN
174,174,shoots,NNS
175,175,row,NN
176,176,handgun,NN
177,177,practise,NN
178,178,colt,NN
179,179,distance,NN
180,180,shot,NN
181,181,piano,NN
182,182,lesson,NN
183,183,vibrato,NN
184,184,violen,NN
185,185,playing,NN
186,186,singing,NN
187,187,gitter,NN
188,188,voilin,NN
189,189,phone,NN
190,190,cell,NN
191,191,telephone,NN
192,192,talks,NNS
193,193,mand,NN
194,194,talk,NN
195,195,office,NN
196,196,conversation,NN
197,197,mobile,NN
198,198,lone,NN
199,199,shirt,NN
200,200,tie,NN
201,201,cellphone,NN
202,202,someone,NN
203,203,cordless,NN
204,204,mango,NN
205,205,chef,NN
206,206,avocado,NN
207,207,skin,NN
208,208,peeler,NN
209,209,peels,NNS
210,210,squash,NN
211,211,fruits,NNS
212,212,mangoes,NNS
213,213,eating,NN
214,214,peel,NN
215,215,slices,NNS
216,216,outer,NN
217,217,layer,NN
218,218,taking,NN
219,219,pickel,NN
220,220,friut,NN
221,221,msngo,NN
222,222,mangos,NNS
223,223,covering,NN
224,224,cover,NN
225,225,fruit,NN
226,226,rifle,NN
227,227,field,NN
228,228,times,NNS
229,229,assault,NN
230,230,hill,NN
231,231,grassland,NN
232,232,series,NN
233,233,bullets,NNS
234,234,pices,NNS
235,235,farm,NN
236,236,machine,NN
237,237,shots,NNS
238,238,automatice,NN
239,239,training,NN
240,240,weapon,NN
241,241,place,NN
242,242,grass,NN
243,243,SHOOTING,NN
244,244,check,NN
245,245,river,NN
246,246,bridge,NN
247,247,jump,NN
248,248,creek,NN
249,249,pool,NN
250,250,others,NNS
251,251,lake,NN
252,252,Cards,NNS
253,253,pack,NN
254,254,cards,NNS
255,255,card,NN
256,256,deck,NN
257,257,hands,NNS
258,258,trick,NN
259,259,tricks,NNS
260,260,play,NN
261,261,sleight,NN
262,262,hand,NN
263,263,hearts,NNS
264,264,side,NN
265,265,king,NN
266,266,spades,NNS
267,267,magic,NN
268,268,Man,NN
269,269,preforms,NNS
270,270,baseball,NN
271,271,player,NN
272,272,ball,NN
273,273,players,NNS
274,274,team,NN
275,275,couple,NN
276,276,fun,NN
277,277,base,NN
278,278,trio,NN
279,279,park,NN
280,280,parking,NN
281,281,lot,NN
282,282,Baseball,NN
283,283,catches,NNS
284,284,day,NN
285,285,Guys,NNS
286,286,cricket,NN
287,287,baseeball,NN
288,288,sidewalk,NN
289,289,youngsters,NNS
290,290,pitcher,NN
291,291,forth,NN
292,292,streets,NNS
293,293,uniforms,NNS
294,294,walk,NN
295,295,catch,NN
296,296,throw,NN
297,297,bat,NN
298,298,males,NNS
299,299,watches,NNS
300,300,Video,NN
301,301,gags,NNS
302,302,sport,NN
303,303,way,NN
304,304,cat,NN
305,305,floor,NN
306,306,corridor,NN
307,307,wood,NN
308,308,ride,NN
309,309,limp,NN
310,310,owner,NN
311,311,acat,NN
312,312,lying,NN
313,313,hall,NN
314,314,dust,NN
315,315,mop,NN
316,316,hardwood,NN
317,317,sushi,NN
318,318,food,NN
319,319,dish,NN
320,320,dog,NN
321,321,piece,NN
322,322,octopus,NN
323,323,squid,NN
324,324,plate,NN
325,325,seeds,NNS
326,326,sausage,NN
327,327,tray,NN
328,328,seed,NN
329,329,cut,NN
330,330,serving,NN
331,331,vegetable,NN
332,332,bento,NN
333,333,box,NN
334,334,thing,NN
335,335,sausages,NNS
336,336,platter,NN
337,337,coking,NN
338,338,somebody,NN
339,339,lunch,NN
340,340,sides,NNS
341,341,pork,NN
342,342,chop,NN
343,343,pepper,NN
344,344,spices,NNS
345,345,meat,NN
346,346,salt,NN
347,347,steak,NN
348,348,loin,NN
349,349,meatn,NN
350,350,fish,NN
351,351,seasonings,NNS
352,352,show,NN
353,353,curry,NN
354,354,port,NN
355,355,anyone,NN
356,356,detail,NN
357,357,trouble,NN
358,358,rubberband,NN
359,359,stack,NN
360,360,files,NNS
361,361,package,NN
362,362,covers,NNS
363,363,bundle,NN
364,364,string,NN
365,365,papers,NNS
366,366,packets,NNS
367,367,rubber,NN
368,368,dozen,NN
369,369,envelopes,NNS
370,370,cord,NN
371,371,letters,NNS
372,372,assistant,NN
373,373,manila,NN
374,374,envelops,NNS
375,375,bundles,NNS
376,376,envelope,NN
377,377,mail,NN
378,378,items,NNS
379,379,lab,NN
380,380,packetts,NN
381,381,parcels,NNS
382,382,pile,NN
383,383,help,NN
384,384,thread,NN
385,385,documents,NNS
386,386,difficulty,NN
387,387,business,NN
388,388,mailing,NN
389,389,broccoli,NN
390,390,stalk,NN
391,391,head,NN
392,392,stem,NN
393,393,flowerette,NN
394,394,cauliflower,NN
395,395,brocolli,NN
396,396,dogs,NNS
397,397,egg,NN
398,398,brocoli,NN
399,399,florets,NNS
400,400,vegatables,NNS
401,401,persong,NN
402,402,inorder,NN
403,403,meal,NN
404,404,cooking,NN
405,405,sit,NN
406,406,kichen,NN
407,407,bulldog,NN
408,408,yard,NN
409,409,yoga,NN
410,410,blue,NN
411,411,handball,NN
412,412,bull,NN
413,413,grount,NN
414,414,size,NN
415,415,blast,NN
416,416,war,NN
417,417,dough,NN
418,418,l,NN
419,419,baker,NN
420,420,marzipan,NN
421,421,cake,NN
422,422,bread,NN
423,423,pastry,NN
424,424,roller,NN
425,425,wedding,NN
426,426,nutshells,NNS
427,427,table,NN
428,428,hamster,NN
429,429,carrots,NNS
430,430,mouth,NN
431,431,cheeks,NN
432,432,mouse,NN
433,433,ate,NN
434,434,sunflower,NN
435,435,rat,NN
436,436,froot,NN
437,437,gerbil,NN
438,438,nuts,NNS
439,439,crawls,NN
440,440,hampster,NN
441,441,guinea,NN
442,442,pig,NN
443,443,eats,NN
444,444,trumpet,NN
445,445,saxophone,NN
446,446,room,NN
447,447,trampet,NN
448,448,insturment,NN
449,449,solo,NN
450,450,baby,NN
451,451,pandas,NNS
452,452,milk,NN
453,453,bottles,NNS
454,454,bottles-milk,NN
455,455,bottle,NN
456,456,babies,NNS
457,457,panda,NN
458,458,bears,NNS
459,459,feeding,NN
460,460,cage,NN
461,461,keeper,NN
462,462,somthing,NN
463,463,vet,NN
464,464,cubs,NNS
465,465,robot,NN
466,466,vacuum,NN
467,467,roomba,NN
468,468,cleaner,NN
469,469,top,NN
470,470,appliance,NN
471,471,disk,NN
472,472,driver,NN
473,473,kitten,NN
474,474,wow,NN
475,475,glass,NN
476,476,liquid,NN
477,477,pours,NN
478,478,cucumber,NN
479,479,exclaims,NNS
480,480,‚ÄúOh,NN
481,481,‚Äù,NN
482,482,satisfaction,NN
483,483,class,NN
484,484,sip,NN
485,485,juice,NN
486,486,drinks,NNS
487,487,cup,NN
488,488,creation,NN
489,489,super,NN
490,490,making,NN
491,491,mans,NNS
492,492,flowerettes,NNS
493,493,beef,NN
494,494,recipe,NN
495,495,stalks,NNS
496,496,mutton,NN
497,497,girls,NNS
498,498,COOKING,NN
499,499,beagle,NN
500,500,boat,NN
501,501,body,NN
502,502,sea,NN
503,503,edge,NN
504,504,railing,NN
505,505,pathway,NN
506,506,peed,NN
507,507,houseboat,NN
508,508,restroom,NN
509,509,pier,NN
510,510,territory,NN
511,511,rail,NN
512,512,pee,NN
513,513,dock,NN
514,514,pass,NN
515,515,urine,NN
516,516,swimming,NN
517,517,toilet,NN
518,518,water..,NN
519,519,rails,NNS
520,520,make,NN
521,521,dirty,NN
522,522,bathroom,NN
523,523,raft,NN
524,524,stairs,NN
525,525,urinating,NN
526,526,stern,NN
527,527,nature,NN
528,528,call,NN
529,529,soo,NN
530,530,school,NN
531,531,kids,NNS
532,532,classroom,NN
533,533,students,NNS
534,534,sheets,NNS
535,535,paper,NN
536,536,bell,NN
537,537,rings,NNS
538,538,Kids,NNS
539,539,Students,NNS
540,540,wire,NN
541,541,jumps,NNS
542,542,bed,NN
543,543,strip,NN
544,544,cats,NNS
545,545,hanging,NN
546,546,object,NN
547,547,rope,NN
548,548,ribbon,NN
549,549,jumping,NN
550,550,dangling,NN
551,551,gazebo,NN
552,552,temple,NN
553,553,premises,NNS
554,554,movements,NNS
555,555,artist,NN
556,556,dancing,NN
557,557,circle,NN
558,558,platform,NN
559,559,clouds,NN
560,560,mountain,NN
561,561,landscapes,NNS
562,562,terrace,NN
563,563,pagoda,NN
564,564,structure,NN
565,565,pavilion,NN
566,566,stone,NN
567,567,actress,NN
568,568,sequence,NN
569,569,decorations,NNS
570,570,bicycle,NN
571,571,circles,NNS
572,572,train,NN
573,573,bike,NN
574,574,tamel,NN
575,575,film,NN
576,576,hills,NNS
577,577,badri,NN
578,578,boomiga,NN
579,579,vigay,NN
580,580,sing,NN
581,581,dance,NN
582,582,cycle,NN
583,583,vijay,NN
584,584,fire,NN
585,585,lights,NNS
586,586,change,NN
587,587,Musicians,NNS
588,588,artists,NNS
589,589,mike,NN
590,590,gang,NN
591,591,zagreb,NN
592,592,SINGERS,NNS
593,593,bunny,NN
594,594,rabbit,NN
595,595,ledge,NN
596,596,paws,NN
597,597,legs,NNS
598,598,sits,NNS
599,599,doorway,NN
600,600,paw,NN
601,601,door,NN
602,602,rabit,NN
603,603,infront,NN
604,604,fence,NN
605,605,palm,NN
606,606,lounge,NN
607,607,chair,NN
608,608,beach,NN
609,609,umbrella,NN
610,610,sea-shore,NN
611,611,tide,NN
612,612,sand,NN
613,613,rest,NN
614,614,living,NN
615,615,Somebody,NN
616,616,pets,NNS
617,617,PLAYING,NN
618,618,leash,NN
619,619,Dogs,NNS
620,620,forest,NN
621,621,towards,NNS
622,622,ocean,NN
623,623,gate,NN
624,624,path,NN
625,625,hero,NN
626,626,heroine,NN
627,627,bot,NN
628,628,antifreeze,NN
629,629,jug,NN
630,630,funnel,NN
631,631,car,NN
632,632,radiator,NN
633,633,oil,NN
634,634,coolant,NN
635,635,engine,NN
636,636,fluid,NN
637,637,vehicle,NN
638,638,anti,NN
639,639,freeze,NN
640,640,tank,NN
641,641,petrol,NN
642,642,skateboards,NNS
643,643,step,NN
644,644,ramp,NN
645,645,scooter,NN
646,646,pocket,NN
647,647,rocket,NN
648,648,stunts,NNS
649,649,kid,NN
650,650,skateboard,NN
651,651,stunt,NN
652,652,backflip,NN
653,653,acrobatics,NNS
654,654,board,NN
655,655,footage,NN
656,656,hind,NN
657,657,prairie,NN
658,658,camera,NN
659,659,chipmunk,NN
660,660,score,NN
661,661,animal,NN
662,662,steers,NNS
663,663,stares,NNS
664,664,evil,NN
665,665,stare,NN
666,666,squirrel,NN
667,667,squrrell,NN
668,668,mangoose,NN
669,669,turning,NN
670,670,chip,NN
671,671,munk,NN
672,672,acts,NNS
673,673,aquarium,NN
674,674,lookin,NN
675,675,turns,NN
676,676,gopher,NN
677,677,conviction,NN
678,678,chickmunk,NN
679,679,dismay,NN
680,680,stills,NNS
681,681,watching,NN
682,682,emotion,NN
683,683,army,NN
684,684,enemies,NNS
685,685,word,NN
686,686,emotions,NNS
687,687,mother,NN
688,688,mik,NN
689,689,child,NN
690,690,care,NN
691,691,exercise,NN
692,692,equipment,NN
693,693,cross,NN
694,694,trainer,NN
695,695,exercising,NN
696,696,children,NNS
697,697,bodybuilder,NN
698,698,smaal,NN
699,699,workout,NN
700,700,stepper,NN
701,701,cycling,NN
702,702,kind,NN
703,703,exercises,NNS
704,704,weights,NNS
705,705,dumbbells,NNS
706,706,barbells,NNS
707,707,execise,NN
708,708,dumbles,NNS
709,709,muscles,NNS
710,710,curls,NNS
711,711,dumbbell,NN
712,712,koy,NN
713,713,muscle,NN
714,714,condition,NN
715,715,woods,NNS
716,716,biker,NN
717,717,dirt,NN
718,718,bump,NN
719,719,height,NN
720,720,beneath,NN
721,721,mound,NN
722,722,biking,NN
723,723,fprest,NN
724,724,cliff,NN
725,725,motorcyclist,NN
726,726,bycle,NN
727,727,trail,NN
728,728,downhill,NN
729,729,freeride,NN
730,730,Smeone,NN
731,731,hike,NN
732,732,bycycle,NN
733,733,bycyle,NN
734,734,desk,NN
735,735,note,NN
736,736,letter,NN
737,737,weird,NN
738,738,activity,NN
739,739,devils,NNS
740,740,teacher,NN
741,741,glances,NNS
742,742,writing,NN
743,743,notebook,NN
744,744,crisp,NN
745,745,tortillas,NNS
746,746,quarters,NNS
747,747,roties,NNS
748,748,tortila,NN
749,749,Tortillas,NNS
750,750,item,NN
751,751,CUTTING,NN
752,752,dazzle,NN
753,753,zebras,NNS
754,754,flock,NN
755,755,grazing,NN
756,756,zebra,NN
757,757,herd,NN
758,758,graze,NN
759,759,grasses,NNS
760,760,Zebras,NNS
761,761,jungle,NN
762,762,ZEBRAS,NNS
763,763,lots,NNS
764,764,s,NN
765,765,running,NN
766,766,savanna,NN
767,767,fields,NNS
768,768,tatoos,NN
769,769,arm,NN
770,770,couch,NN
771,771,kiss,NN
772,772,love,NN
773,773,monkey,NN
774,774,chase,NN
775,775,pushes,NNS
776,776,gorilla,NN
777,777,orangutan,NN
778,778,ape,NN
779,779,down,NN
780,780,gorela,NN
781,781,apes,NNS
782,782,gorrlia,NNS
783,783,chimpanzee,NN
784,784,animals,NNS
785,785,behind,NN
786,786,push,NN
787,787,reason,NN
788,788,money,NN
789,789,back,NN
790,790,dolphin,NN
791,791,dives,NNS
792,792,leaps,NN
793,793,plunges,NNS
794,794,Earth,NN
795,795,shark,NN
796,796,dine,NN
797,797,earth,NN
798,798,sark,NN
799,799,sun,NN
800,800,whale,NN
801,801,PENGUINS,NN
802,802,lion,NN
803,803,hangs,NNS
804,804,tiger,NN
805,805,cub,NN
806,806,pen,NN
807,807,lioness,NN
808,808,tries,NNS
809,809,trys,NN
810,810,zoo,NN
811,811,stap,NN
812,812,grill,NN
813,813,club,NN
814,814,tree,NN
815,815,vapor,NN
816,816,environment,NN
817,817,surrounding,NN
818,818,bullet,NN
819,819,report,NN
820,820,musicians,NNS
821,821,guitars,NNS
822,822,microphones,NNS
823,823,guttier,NN
824,824,guitor,NN
825,825,troup,NN
826,826,join,NN
827,827,performing,NN
828,828,Stir,NN
829,829,performance,NN
830,830,sings,NNS
831,831,studio,NN
832,832,potato,NN
833,833,potatoes,NNS
834,834,eighths,NNS
835,835,wedges,NNS
836,836,i,NN
837,837,potatos,NNS
838,838,potatoe,NN
839,839,salad,NN
840,840,fourths,NNS
841,841,container,NN
842,842,plastic,NN
843,843,powder,NN
844,844,bowl,NN
845,845,sauce,NN
846,846,Seasonings,NNS
847,847,marinade,NN
848,848,Marinade,NN
849,849,sause,NN
850,850,chicken,NN
851,851,flips,NNS
852,852,trampoline,NN
853,853,trampolines,NNS
854,854,Peoples,NNS
855,855,groups,NNS
856,856,tramplines,NNS
857,857,summersaults,NNS
858,858,bouncy,NN
859,859,sheet,NN
860,860,net,NN
861,861,things,NNS
862,862,veri,NN
863,863,nice,NN
864,864,boyes,NN
865,865,bunch,NN
866,866,tranpoline,NN
867,867,trampolin,NN
868,868,steps,NNS
869,869,spring,NN
870,870,tumble,NN
871,871,eggplant,NN
872,872,plant,NN
873,873,brinjal,NN
874,874,nrinjal,NN
875,875,bringers,NNS
876,876,lipstick,NN
877,877,lips,NNS
878,878,pink,NN
879,879,color,NN
880,880,lip,NN
881,881,maroon,NN
882,882,ready,NN
883,883,stick,NN
884,884,wearing,NN
885,885,glasses,NNS
886,886,flute,NN
887,887,clarinet,NN
888,888,wind,NN
889,889,bee,NN
890,890,bubblle,NNS
891,891,watermelon,NN
892,892,melon,NN
893,893,watermelong,NN
894,894,keyboard,NN
895,895,peyano,NN
896,896,composition,NN
897,897,pianist,NN
898,898,melody,NN
899,899,hedgehog,NN
900,900,towel,NN
901,901,teeth,NNS
902,902,blanket,NN
903,903,cloth,NN
904,904,porcipine,NN
905,905,eater,NN
906,906,rug,NN
907,907,erizo,NN
908,908,mascota,NN
909,909,night,NN
910,910,stops,NNS
911,911,parks,NN
912,912,headlights,NNS
913,913,curb,NN
914,914,stop,NN
915,915,Car,NN
916,916,affection,NN
917,917,heroin,NN
918,918,teams,NNS
919,919,cricketer,NN
920,920,error,NN
921,921,batter,NN
922,922,mistake,NN
923,923,match,NN
924,924,ran,NN
925,925,Players,NNS
926,926,cricet,NN
927,927,run,NN
928,928,manner,NN
929,929,bowler,NN
930,930,chance,NN
931,931,batsman,NN
932,932,cirket,NN
933,933,pizza,NN
934,934,cheese,NN
935,935,crust,NN
936,936,pizzas,NN
937,937,spread,NN
938,938,grating,NN
939,939,wars,NNS
940,940,eggs,NNS
941,941,rim,NN
942,942,Omurice,NN
943,943,omelet,NN
944,944,egges,NNS
945,945,omurice,NN
946,946,content,NN
947,947,Lady,NN
948,948,nails,NNS
949,949,fingernails,NNS
950,950,emery,NN
951,951,fingernail,NN
952,952,nail,NN
953,953,file,NN
954,954,shape,NN
955,955,finger,NN
956,956,shaper,NN
957,957,center,NN
958,958,folds,NNS
959,959,square,NN
960,960,gyroscope,NN
961,961,origami,NN
962,962,ways,NNS
963,963,origamigyroscope,NN
964,964,toy,NN
965,965,runway,NN
966,966,picture,NN
967,967,airbus,NN
968,968,tentacle,NN
969,969,seafood,NN
970,970,chunks,NNS
971,971,inch,NN
972,972,worms,NNS
973,973,dumpling,NN
974,974,style,NN
975,975,leg,NN
976,976,tokoyaki,NN
977,977,skillet,NN
978,978,mixture,NN
979,979,chopsticks,NNS
980,980,pan,NN
981,981,reddish,NN
982,982,carrot,NN
983,983,ingredients,NNS
984,984,frying,NN
985,985,contents,NNS
986,986,stire,NN
987,987,counter,NN
988,988,minutes,NNS
989,989,culture,NN
990,990,religion,NN
991,991,katsu,NNS
992,992,brown,NN
993,993,piggyback,NN
994,994,walking,NN
995,995,guard,NN
996,996,kalyan,NN
997,997,excising,NN
998,998,skii,NN
999,999,skiis,NN
1000,1000,ski,NN
1001,1001,jetski,NN
1002,1002,waves,NNS
1003,1003,seadoo,NN
1004,1004,watercraft,NN
1005,1005,feat,NN
1006,1006,motorbike,NN
1007,1007,streamer,NN
1008,1008,boating,NN
1009,1009,dhoom,NN
1010,1010,scene,NN
1011,1011,bollywood,NN
1012,1012,'dhoom,NN
1013,1013,suit,NN
1014,1014,motor,NN
1015,1015,skiing,NN
1016,1016,rain,NN
1017,1017,roof,NN
1018,1018,hillside,NN
1019,1019,gridge,NN
1020,1020,dancig,NN
1021,1021,trailer,NN
1022,1022,cuple,NN
1023,1023,karthick,NN
1024,1024,tamana,NN
1025,1025,maizhaida,NN
1026,1026,sad,NN
1027,1027,halter,NN
1028,1028,location,NN
1029,1029,binoculars,NNS
1030,1030,photos,NNS
1031,1031,sunrise,NN
1032,1032,trees,NNS
1033,1033,belt,NN
1034,1034,tour,NN
1035,1035,project,NN
1036,1036,outside,NN
1037,1037,MAN,NN
1038,1038,WALKING,NN
1039,1039,hoers,NNS
1040,1040,hole,NN
1041,1041,doggie,NN
1042,1042,bone,NN
1043,1043,creo,NN
1044,1044,que,NN
1045,1045,podria,NNS
1046,1046,la,NN
1047,1047,delÔ,NN
1048,1048,Ô,NN
1049,1049,jajaja,NN
1050,1050,bite,NN
1051,1051,try,NN
1052,1052,rice,NN
1053,1053,roll,NN
1054,1054,spider,NN
1055,1055,bug,NN
1056,1056,insect,NN
1057,1057,crawl,NN
1058,1058,grey,NN
1059,1059,cream,NN
1060,1060,fight,NN
1061,1061,birds,NNS
1062,1062,creature,NN
1063,1063,butcher,NN
1064,1064,sales,NNS
1065,1065,slabs,NNS
1066,1066,block,NN
1067,1067,fatty,NN
1068,1068,blocks,NNS
1069,1069,sections,NNS
1070,1070,Meat,NN
1071,1071,strips,NNS
1072,1072,elephants,NNS
1073,1073,Elephants,NNS
1074,1074,leader,NN
1075,1075,Elephents,NNS
1076,1076,job,NN
1077,1077,servival,NN
1078,1078,beachside,NN
1079,1079,horseback,NN
1080,1080,seashore,NN
1081,1081,shore,NN
1082,1082,gitar,NN
1083,1083,gitur,NNS
1084,1084,microphone,NN
1085,1085,musician,NN
1086,1086,radio,NN
1087,1087,station,NN
1088,1088,performer,NN
1089,1089,function,NN
1090,1090,kettle,NN
1091,1091,spoon,NN
1092,1092,pot,NN
1093,1093,Rice,NN
1094,1094,pudding,NN
1095,1095,ton,NN
1096,1096,pudding.Ô,NN
1097,1097,cinnamon,NN
1098,1098,stove,NN
1099,1099,wrap,NN
1100,1100,triangles,NNS
1101,1101,round,NN
1102,1102,triangle,NN
1103,1103,coats,NNS
1104,1104,seasoning,NN
1105,1105,dipping,NN
1106,1106,patty,NN
1107,1107,demonstration,NN
1108,1108,sweets,NNS
1109,1109,delicacy,NN
1110,1110,racipe,NN
1111,1111,lukewarm,NN
1112,1112,seaweed,NN
1113,1113,drivers,NNS
1114,1114,seat,NN
1115,1115,end,NN
1116,1116,wheel,NN
1117,1117,strength,NN
1118,1118,garden,NN
1119,1119,ripe,NN
1120,1120,berries,NNS
1121,1121,vine,NN
1122,1122,spending,NN
1123,1123,tomoatoes,NNS
1124,1124,foods,NNS
1125,1125,wipes,NNS
1126,1126,dvd,NN
1127,1127,disc,NN
1128,1128,cd,NN
1129,1129,coating,NN
1130,1130,toothpaste,NN
1131,1131,peanut,NN
1132,1132,butter,NN
1133,1133,CD,NN
1134,1134,scratches,NNS
1135,1135,chemicals,NNS
1136,1136,scratch,NN
1137,1137,somekind,NN
1138,1138,chemical,NN
1139,1139,surface,NN
1140,1140,gloves,NNS
1141,1141,paste,NN
1142,1142,hissing,NN
1143,1143,scratching,NN
1144,1144,feet,NNS
1145,1145,dining,NN
1146,1146,attacks,NNS
1147,1147,hisses,NNS
1148,1148,everyone,NN
1149,1149,act,NN
1150,1150,growls,NN
1151,1151,ears,NNS
1152,1152,mood,NN
1153,1153,growling,NN
1154,1154,showing,NN
1155,1155,anger,NN
1156,1156,swats,NN
1157,1157,scowls,NN
1158,1158,screaming,NN
1159,1159,fighting,NN
1160,1160,looks,NNS
1161,1161,pet,NN
1162,1162,runs,NNS
1163,1163,backwards,NNS
1164,1164,tennager,NN
1165,1165,hit,NN
1166,1166,felldown,NN
1167,1167,crashes,NNS
1168,1168,drums,NNS
1169,1169,keyboards,NNS
1170,1170,pianos,NNS
1171,1171,drum,NN
1172,1172,set,NN
1173,1173,percussionist,NN
1174,1174,forelegs,NNS
1175,1175,urinates,NNS
1176,1176,handstand,NN
1177,1177,bushes,NNS
1178,1178,flowers,NNS
1179,1179,pug,NN
1180,1180,bush,NN
1181,1181,lawn,NN
1182,1182,pees,NNS
1183,1183,spinning,NN
1184,1184,spinner,NN
1185,1185,rodent,NN
1186,1186,treadmill,NN
1187,1187,porcupine,NN
1188,1188,max,NN
1189,1189,mammal,NN
1190,1190,speed,NN
1191,1191,light,NN
1192,1192,Boys,NNS
1193,1193,enjoy,NN
1194,1194,scences,NNS
1195,1195,goa,NN
1196,1196,cavort,NN
1197,1197,drain,NN
1198,1198,pipe,NN
1199,1199,midnight,NN
1200,1200,washbasin,NN
1201,1201,basketballs,NNS
1202,1202,basketball,NN
1203,1203,hoops,NNS
1204,1204,baskets,NNS
1205,1205,dunks,NNS
1206,1206,basket,NN
1207,1207,pratics,NNS
1208,1208,Basketball,NN
1209,1209,basketbal,NN
1210,1210,soccer,NN
1211,1211,football,NN
1212,1212,goal,NN
1213,1213,post,NN
1214,1214,penalty,NN
1215,1215,practices,NNS
1216,1216,foot,NN
1217,1217,friends,NNS
1218,1218,goals,NNS
1219,1219,kick,NN
1220,1220,middle,NN
1221,1221,footboll,NN
1222,1222,utility,NN
1223,1223,pole,NN
1224,1224,lineman,NN
1225,1225,power,NN
1226,1226,poll,NN
1227,1227,safety,NN
1228,1228,worker,NN
1229,1229,shock,NN
1230,1230,transformer,NN
1231,1231,workers,NNS
1232,1232,electricity,NN
1233,1233,accident,NN
1234,1234,death,NN
1235,1235,get,NN
1236,1236,falls,NNS
1237,1237,gear,NN
1238,1238,climbing,NN
1239,1239,indoor,NN
1240,1240,dad,NN
1241,1241,challenge,NN
1242,1242,fake,NN
1243,1243,pencil,NN
1244,1244,pad,NN
1245,1245,soul,NN
1246,1246,Architecture,NN
1247,1247,drawing,NN
1248,1248,figer,NN
1249,1249,push-ups,NNS
1250,1250,ups,NNS
1251,1251,pushups,NN
1252,1252,push-up,NN
1253,1253,WARMING,NN
1254,1254,cool-ops,NNS
1255,1255,karate,NN
